,real,predict,a,b,c,d
125,792.8988448485578,2406.2930833395726,0,2,1,10
126,4313.13068748891,6173.5014737532365,0,2,1,6
127,7549.839919970809,7861.03053928124,0,2,1,7
128,7008.763299274383,6249.048801548203,0,2,1,2
129,4796.222243339279,4569.1628947882,0,2,1,8
130,1069.4709064826257,952.3971575790488,0,2,3,1
131,631.0859869790903,924.4490765325332,0,2,3,4
132,32.67893974741549,31.936363064963103,0,2,3,9
133,3899.2369821391867,3890.0444502642813,0,2,3,5
134,779.9434225157004,901.9196300807733,0,2,3,3
135,426.9397283744454,1111.0699562917055,0,2,3,10
136,4055.050249380183,3980.094630353403,0,2,3,6
137,583.8920535905451,689.8714519455641,0,2,3,7
138,3215.2462354210675,3844.201569284301,0,2,3,2
139,618.2762800841796,645.7043444215119,0,2,3,8
140,62.549785122617195,66.54413799118548,0,2,7,1
141,82.34200264195337,66.37121557205184,0,2,7,4
142,3.3441765463844484,3.7511124364740516,0,2,7,9
143,163.10584803286227,200.5209101055955,0,2,7,5
144,50.39373279996175,66.75671105284333,0,2,7,3
145,11.485190119713387,28.470054655019382,0,2,7,10
146,169.74499324507565,199.7170721031692,0,2,7,6
147,62.56096929882157,61.05380822133282,0,2,7,7
148,210.7085467800618,198.89406339408902,0,2,7,2
149,64.39272134222011,54.40878440596344,0,2,7,8
150,19.507194644109955,16.16578309036168,0,2,8,1
151,13.236275142096284,16.287276757252958,0,2,8,4
152,2.165466230054044,2.5016171198396995,0,2,8,9
153,40.61041091891918,41.70974618526307,0,2,8,5
154,14.048731770654491,16.11195007269955,0,2,8,3
155,5.495834122816036,15.157819080596042,0,2,8,10
156,36.47343356730684,43.570744279119495,0,2,8,6
157,12.828921660019482,13.29828859489129,0,2,8,7
158,27.071560116826948,41.43938977211952,0,2,8,2
159,11.363650804823598,12.531699614301878,0,2,8,8
160,0.0,0.0,0,2,9,1
161,0.0,0.0,0,2,9,4
162,0.0,0.0,0,2,9,9
163,0.0,0.0,0,2,9,5
164,0.0,0.0,0,2,9,3
165,0.0,0.0,0,2,9,10
166,0.0,0.0,0,2,9,6
167,0.0,0.0,0,2,9,7
168,0.0,0.0,0,2,9,2
169,0.0,0.0,0,2,9,8
170,1136.1966610610334,1193.0415751142493,0,2,4,1
171,1223.9072293215831,1249.1527358687472,0,2,4,4
172,37.8449956889327,40.981785453878885,0,2,4,9
173,5225.613821950303,5003.990727446442,0,2,4,5
174,1102.7426700325323,1213.1815021994578,0,2,4,3
175,1748.918156183428,4011.0934563666387,0,2,4,10
176,4404.838004202211,4890.469321291478,0,2,4,6
177,1447.7947625751954,1171.0130052797147,0,2,4,7
178,4927.165064965984,4809.94822355834,0,2,4,2
179,761.0355063680097,737.8860034979368,0,2,4,8
180,110.40761442334856,163.42332056827416,0,2,2,1
181,162.45958147198914,154.6922645146314,0,2,2,4
182,6.120948926114899,6.381330518681207,0,2,2,9
183,19.40304108854354,19.371369176403277,0,2,2,5
184,193.11549830608237,160.02283307541708,0,2,2,3
185,7.665125879508083,16.854849097642443,0,2,2,10
186,18.78937518394081,19.316413209151328,0,2,2,6
187,124.78017016294926,157.09583205432466,0,2,2,7
188,20.372545515349188,19.483629371279573,0,2,2,2
189,31.351598581087796,28.951473018573715,0,2,2,8
190,0.0,0.0,0,2,10,1
191,0.0,0.0,0,2,10,4
192,0.0,0.0,0,2,10,9
193,0.0,0.0,0,2,10,5
194,0.0,0.0,0,2,10,3
195,0.0,0.0,0,2,10,10
196,0.0,0.0,0,2,10,6
197,0.0,0.0,0,2,10,7
198,0.0,0.0,0,2,10,2
199,0.0,0.0,0,2,10,8
200,0.0,0.0,0,18,5,1
201,0.0,0.0,0,18,5,4
202,0.0,0.0,0,18,5,9
203,0.0,0.0,0,18,5,5
204,0.0,0.0,0,18,5,3
205,0.0,0.0,0,18,5,10
206,0.0,0.0,0,18,5,6
207,0.0,0.0,0,18,5,7
208,0.0,0.0,0,18,5,2
209,0.0,0.0,0,18,5,8
210,0.0,0.0,0,18,6,1
211,0.0,0.0,0,18,6,4
212,0.0,0.0,0,18,6,9
213,0.0,0.0,0,18,6,5
214,0.0,0.0,0,18,6,3
215,0.0,0.0,0,18,6,10
216,0.0,0.0,0,18,6,6
217,0.0,0.0,0,18,6,7
218,0.0,0.0,0,18,6,2
219,0.0,0.0,0,18,6,8
220,0.0,0.0,0,18,1,1
221,0.0,0.0,0,18,1,4
222,0.0,0.0,0,18,1,9
223,0.0,0.0,0,18,1,5
224,0.0,0.0,0,18,1,3
225,0.0,0.0,0,18,1,10
226,0.0,0.0,0,18,1,6
227,0.0,0.0,0,18,1,7
228,0.0,0.0,0,18,1,2
229,0.0,0.0,0,18,1,8
230,0.0,0.0,0,18,3,1
231,0.0,0.0,0,18,3,4
232,0.0,0.0,0,18,3,9
233,0.0,0.0,0,18,3,5
234,0.0,0.0,0,18,3,3
235,0.0,0.0,0,18,3,10
236,0.0,0.0,0,18,3,6
237,0.0,0.0,0,18,3,7
238,0.0,0.0,0,18,3,2
239,0.0,0.0,0,18,3,8
240,0.0,0.0,0,18,7,1
241,0.0,0.0,0,18,7,4
242,0.0,0.0,0,18,7,9
243,0.0,0.0,0,18,7,5
244,0.0,0.0,0,18,7,3
245,0.0,0.0,0,18,7,10
246,0.0,0.0,0,18,7,6
247,0.0,0.0,0,18,7,7
248,0.0,0.0,0,18,7,2
249,0.0,0.0,0,18,7,8
250,0.0,0.0,0,18,8,1
251,0.0,0.0,0,18,8,4
252,0.0,0.0,0,18,8,9
253,0.0,0.0,0,18,8,5
254,0.0,0.0,0,18,8,3
255,0.0,0.0,0,18,8,10
256,0.0,0.0,0,18,8,6
257,0.0,0.0,0,18,8,7
258,0.0,0.0,0,18,8,2
259,0.0,0.0,0,18,8,8
260,0.0,0.0,0,18,9,1
261,0.0,0.0,0,18,9,4
262,0.0,0.0,0,18,9,9
263,0.0,0.0,0,18,9,5
264,0.0,0.0,0,18,9,3
265,0.0,0.0,0,18,9,10
266,0.0,0.0,0,18,9,6
267,0.0,0.0,0,18,9,7
268,0.0,0.0,0,18,9,2
269,0.0,0.0,0,18,9,8
270,0.0,0.0,0,18,4,1
271,0.0,0.0,0,18,4,4
272,0.0,0.0,0,18,4,9
273,0.0,0.0,0,18,4,5
274,0.0,0.0,0,18,4,3
275,0.0,0.0,0,18,4,10
276,0.0,0.0,0,18,4,6
277,0.0,0.0,0,18,4,7
278,0.0,0.0,0,18,4,2
279,0.0,0.0,0,18,4,8
280,50.1593636854661,53.619481308119184,0,18,2,1
281,53.2554197880742,53.64332779440869,0,18,2,4
282,5.198938191098517,4.714955405200104,0,18,2,9
283,75.78022931298813,66.90891949523382,0,18,2,5
284,54.514148312849365,52.41419666562703,0,18,2,3
285,7.891489931808995,18.144696069717646,0,18,2,10
286,81.03421143252221,67.67729293266166,0,18,2,6
287,43.639986604641294,39.81340879983564,0,18,2,7
288,60.537250930947025,64.98889965259362,0,18,2,2
289,39.307615273383874,36.60670742656688,0,18,2,8
290,0.0,0.0,0,18,10,1
291,0.0,0.0,0,18,10,4
292,0.0,0.0,0,18,10,9
293,0.0,0.0,0,18,10,5
294,0.0,0.0,0,18,10,3
295,0.0,0.0,0,18,10,10
296,0.0,0.0,0,18,10,6
297,0.0,0.0,0,18,10,7
298,0.0,0.0,0,18,10,2
299,0.0,0.0,0,18,10,8
300,2285.9342192793415,2207.0017182150305,0,19,5,1
301,1713.806097007828,2201.0052974230875,0,19,5,4
302,104.34317968622419,92.46927974674145,0,19,5,9
303,1007.6539815822667,1007.0766695162356,0,19,5,5
304,2108.525218729524,2087.1276401316995,0,19,5,3
305,220.38849525528843,486.11032690199823,0,19,5,10
306,897.8959953608692,988.0696710869465,0,19,5,6
307,1940.2478366805367,2094.5667150638756,0,19,5,7
308,1039.5104212425965,1013.9643636557154,0,19,5,2
309,1533.67022085933,1370.166524026227,0,19,5,8
310,256.9771769818008,252.3226725713532,0,19,6,1
311,286.69483969531524,247.02156189675162,0,19,6,4
312,8.716108277693028,7.506854146784573,0,19,6,9
313,302.7581309346755,357.6322322938197,0,19,6,5
314,327.0357825951004,263.74746312738995,0,19,6,3
315,105.68750813252255,268.8735303954072,0,19,6,10
316,329.3093778832348,359.4465252822023,0,19,6,6
317,233.11987366319653,241.71567185264846,0,19,6,7
318,246.4334372103865,364.81014924126487,0,19,6,2
319,219.53215017356217,222.51085521494744,0,19,6,8
320,5674.3321402505735,6116.28395256801,0,19,1,1
321,5846.053028093764,6368.094553361623,0,19,1,4
322,6800.200531316561,6389.984153933838,0,19,1,9
323,5713.4470509814655,6115.27808072615,0,19,1,5
324,6580.939419452316,6208.51682033641,0,19,1,3
325,939.3556632858239,2242.152481134819,0,19,1,10
326,5597.792951723099,5922.1012538598525,0,19,1,6
327,4973.588044885016,6065.072407116034,0,19,1,7
328,6292.766303337461,5908.110248087486,0,19,1,2
329,5395.082082078292,4599.516051238371,0,19,1,8
330,527.2199752137608,381.11914064879386,0,19,3,1
331,350.9267814288059,384.84713764661683,0,19,3,4
332,136.9773899221103,118.85691267822162,0,19,3,9
333,2351.4282205593045,2243.3168528945926,0,19,3,5
334,494.96298274963436,404.4287538942201,0,19,3,3
335,292.1587571675952,651.8568637100317,0,19,3,10
336,2479.8523223057277,2376.3285508661343,0,19,3,6
337,294.9142377393924,321.17977679149067,0,19,3,7
338,2046.7197271472337,2264.6920429483766,0,19,3,2
339,321.66996899459673,291.3126779411939,0,19,3,8
340,447.29769779997673,444.90508625474564,0,19,7,1
341,365.22191603412074,435.4016247572372,0,19,7,4
342,23.443450702679673,20.586667243178947,0,19,7,9
343,727.0289633269607,672.2517266980228,0,19,7,5
344,494.41511056983535,439.9071771113649,0,19,7,3
345,220.99904615447738,513.8551072990995,0,19,7,10
346,731.7826007356754,700.094064702142,0,19,7,6
347,338.8771128321164,388.27184345009346,0,19,7,7
348,906.2985330753863,701.9770701316261,0,19,7,2
349,311.02844862219706,326.75563414325035,0,19,7,8
350,3999.5276029250576,3724.6362891648555,0,19,8,1
351,3565.383715983321,3845.1729652716376,0,19,8,4
352,105.24403161834655,191.5660184422424,0,19,8,9
353,3454.291018399625,3302.6958309787133,0,19,8,5
354,3358.8772824538537,3683.965381026088,0,19,8,3
355,525.8783558347087,1345.0272994518298,0,19,8,10
356,3179.9598191682708,3286.132955665883,0,19,8,6
357,3418.5278991943937,3224.835455076491,0,19,8,7
358,2790.6918956147033,3266.720306100182,0,19,8,2
359,2339.9880624597995,2721.453730532069,0,19,8,8
360,7.787991616036022,8.257189679752173,0,19,9,1
361,7.81311698423828,8.408543355042335,0,19,9,4
362,2.264400859872797,2.093017741753759,0,19,9,9
363,7.727903862788811,7.113389763121557,0,19,9,5
364,9.20693609089144,8.228506470044083,0,19,9,3
365,2.084507091429688,5.586582692117232,0,19,9,10
366,6.922258174475478,7.044433548503353,0,19,9,6
367,7.970670785082104,8.295909371516196,0,19,9,7
368,5.537095853212708,7.057275864138854,0,19,9,2
369,6.808801624976907,8.281889415043743,0,19,9,8
370,6258.965562412795,7967.216035861913,0,19,4,1
371,9565.25427502724,8146.499735734077,0,19,4,4
372,1078.4723401931565,1002.9137164240365,0,19,4,9
373,5873.620075985374,6723.096419809253,0,19,4,5
374,6416.741901258687,7661.835242961453,0,19,4,3
375,977.8684196264794,2285.9615436384233,0,19,4,10
376,6084.401635708984,7027.822975895568,0,19,4,6
377,5864.13164811042,6713.598974202652,0,19,4,7
378,7068.834755319096,6785.02308474959,0,19,4,2
379,6630.4632429518815,5922.628167763996,0,19,4,8
380,4004.1756138417695,7089.371753609824,0,19,2,1
381,7014.169894815596,7003.936606812943,0,19,2,4
382,1619.6529527358493,1629.7517709603799,0,19,2,9
383,4888.590482061787,5016.585247922467,0,19,2,5
384,7636.076365261605,7378.0131146361755,0,19,2,3
385,1009.1804769901742,2685.8942056546625,0,19,2,10
386,4371.630441461745,5208.9273346847785,0,19,2,6
387,4620.460763560602,6285.546169355666,0,19,2,7
388,5167.562110517013,5191.163621192054,0,19,2,2
389,6681.447534964252,4907.415385604017,0,19,2,8
390,0.0,0.0,0,19,10,1
391,0.0,0.0,0,19,10,4
392,0.0,0.0,0,19,10,9
393,0.0,0.0,0,19,10,5
394,0.0,0.0,0,19,10,3
395,0.0,0.0,0,19,10,10
396,0.0,0.0,0,19,10,6
397,0.0,0.0,0,19,10,7
398,0.0,0.0,0,19,10,2
399,0.0,0.0,0,19,10,8
400,25.989210325071188,29.386585313389787,0,6,5,1
401,25.806964267275035,30.02897901590986,0,6,5,4
402,4.025429462428677,4.435728550207763,0,6,5,9
403,17.55250874458559,16.87612190309014,0,6,5,5
404,26.337945776207814,30.03018103084696,0,6,5,3
405,7.085455787312098,16.63935131872446,0,6,5,10
406,13.028075903813221,16.897080186489983,0,6,5,6
407,27.52557412058061,28.342996819406043,0,6,5,7
408,13.8039964667677,16.621106170576716,0,6,5,2
409,22.911503509467217,19.889204139681652,0,6,5,8
410,74.82843354214701,92.59258689556825,0,6,6,1
411,79.75333995489835,94.60884450763372,0,6,6,4
412,5.15309143474914,4.88366817931977,0,6,6,9
413,229.17228341708267,242.27710462732318,0,6,6,5
414,96.56006023789642,97.14675757477407,0,6,6,3
415,29.928459995750124,81.63332485908816,0,6,6,10
416,249.17484584295897,241.64332289474834,0,6,6,6
417,107.78055760212277,93.83358666490305,0,6,6,7
418,238.75957405921537,247.31355678153878,0,6,6,2
419,78.16983425044052,93.34395625694141,0,6,6,8
420,2873.0773196900054,3161.1302973486054,0,6,1,1
421,3458.021981167404,3180.3274135979987,0,6,1,4
422,312.03790583837366,311.33716768595764,0,6,1,9
423,2383.7881901075525,2998.996683000571,0,6,1,5
424,2811.658230616262,3128.4968323564535,0,6,1,3
425,392.96820029384537,1129.826976584469,0,6,1,10
426,2884.0375403293897,2906.6447244843966,0,6,1,6
427,2874.847553378555,2824.0305985272757,0,6,1,7
428,3002.17897428729,2975.442295185334,0,6,1,2
429,2456.452461823807,2414.382031776282,0,6,1,8
430,254.79637268908604,306.3897053431391,0,6,3,1
431,265.8434175609738,324.3561585532668,0,6,3,4
432,14.37177406970499,12.93369694718871,0,6,3,9
433,1050.5594184551032,1056.5917027934586,0,6,3,5
434,217.61163117009664,305.84108144969,0,6,3,3
435,126.29778874442115,291.3998490620368,0,6,3,10
436,1288.3174070364182,1118.864736500425,0,6,3,6
437,184.96852530537447,250.94997603332743,0,6,3,7
438,1308.2167396599011,1090.5751329883014,0,6,3,2
439,226.282646901267,215.6901205277076,0,6,3,8
440,18.00640819724645,20.243631487514786,0,6,7,1
441,19.783152220055275,20.16874440916783,0,6,7,4
442,2.816280850653882,2.808812938872102,0,6,7,9
443,50.28426300580282,58.713053048993416,0,6,7,5
444,16.89239638675389,19.70094286392649,0,6,7,3
445,6.351909148863124,16.616598856053944,0,6,7,10
446,55.018092953813444,61.38990821448722,0,6,7,6
447,23.179137555912753,19.446884826790544,0,6,7,7
448,52.12926702864546,57.74211474722897,0,6,7,2
449,18.81973118873227,17.97816142642998,0,6,7,8
450,96.94073090122679,118.71194751441553,0,6,8,1
451,104.37421504863045,115.83595038894083,0,6,8,4
452,4.329517092471418,4.193718781768466,0,6,8,9
453,113.70706853102612,117.27491482139688,0,6,8,5
454,133.27269180177038,112.8283268655948,0,6,8,3
455,15.974132891590827,39.97683375014904,0,6,8,10
456,80.45597935720424,119.08803237367934,0,6,8,6
457,83.68246156055653,99.74935064665753,0,6,8,7
458,156.9690978778839,122.25554212455772,0,6,8,2
459,62.51506451556427,69.44945432258687,0,6,8,8
460,0.0,0.0,0,6,9,1
461,0.0,0.0,0,6,9,4
462,0.0,0.0,0,6,9,9
463,0.0,0.0,0,6,9,5
464,0.0,0.0,0,6,9,3
465,0.0,0.0,0,6,9,10
466,0.0,0.0,0,6,9,6
467,0.0,0.0,0,6,9,7
468,0.0,0.0,0,6,9,2
469,0.0,0.0,0,6,9,8
470,454.5407613340689,500.40352610747595,0,6,4,1
471,473.609527000349,510.1642589343479,0,6,4,4
472,27.49436463670366,18.85072125730915,0,6,4,9
473,629.0692925440081,703.9690378626833,0,6,4,5
474,563.1389722815834,529.8725318666109,0,6,4,3
475,121.05815427529784,271.1060686600777,0,6,4,10
476,686.426137844029,740.7752269257978,0,6,4,6
477,463.3609031087266,448.6020086797269,0,6,4,7
478,709.3760097445665,697.0584634721595,0,6,4,2
479,485.2905613529605,378.8211062458513,0,6,4,8
480,59.672560525487285,66.15669664485888,0,6,2,1
481,71.92464967901587,68.17792719094669,0,6,2,4
482,4.2450388580750635,4.983825111618034,0,6,2,9
483,22.690831022875738,20.46779714648758,0,6,2,5
484,80.24465231860206,68.71693243326396,0,6,2,3
485,4.9255982859436545,11.499195246623339,0,6,2,10
486,19.791107333220832,20.488025604071566,0,6,2,6
487,38.722726854280246,47.86408922913975,0,6,2,7
488,21.73287725347796,19.85643542622725,0,6,2,2
489,33.48353146031338,45.080830971064344,0,6,2,8
490,0.0,0.0,0,6,10,1
491,0.0,0.0,0,6,10,4
492,0.0,0.0,0,6,10,9
493,0.0,0.0,0,6,10,5
494,0.0,0.0,0,6,10,3
495,0.0,0.0,0,6,10,10
496,0.0,0.0,0,6,10,6
497,0.0,0.0,0,6,10,7
498,0.0,0.0,0,6,10,2
499,0.0,0.0,0,6,10,8
500,47.249409640392805,44.42230695678235,0,20,5,1
501,42.06400853984448,42.77661727969039,0,20,5,4
502,50.671308185069876,38.16113135123221,0,20,5,9
503,26.13755891610544,27.32765656134056,0,20,5,5
504,51.28796794048616,43.86078659418237,0,20,5,3
505,4.921410065578691,13.183108810981562,0,20,5,10
506,23.92743261384461,26.894614674551043,0,20,5,6
507,44.314275251028874,43.882220438810485,0,20,5,7
508,27.84461555803315,27.57296937636559,0,20,5,2
509,36.287132917287785,41.293862239826765,0,20,5,8
510,18.399948044805004,16.749621872492348,0,20,6,1
511,16.587652340149752,16.22705995096187,0,20,6,4
512,2.38910347871213,2.099618000964811,0,20,6,9
513,14.883172771101613,12.454870634902878,0,20,6,5
514,15.753066337906821,16.62045757699513,0,20,6,3
515,3.358528522505427,9.07033931596702,0,20,6,10
516,10.542659405339778,12.833687545429996,0,20,6,6
517,13.237962423147495,16.190923807705442,0,20,6,7
518,13.720238981128231,12.899040139024494,0,20,6,2
519,14.406240431378663,15.995875840717895,0,20,6,8
520,12283.170369150357,9627.467528622643,0,20,1,1
521,11712.512247083461,9894.841956235536,0,20,1,4
522,98.1048825732598,165.49870855103666,0,20,1,9
523,5156.77153001131,5232.314399872596,0,20,1,5
524,10313.799323064453,9266.528817965675,0,20,1,3
525,879.4069607283008,2139.759293843833,0,20,1,10
526,5505.977107091976,5074.36710515148,0,20,1,6
527,9260.350929496759,9054.815141449582,0,20,1,7
528,5312.621766207945,5044.31475743855,0,20,1,2
529,5893.658094811739,4851.520260203304,0,20,1,8
530,627.7100608847953,623.3396124490811,0,20,3,1
531,632.6505067936498,585.1618106134264,0,20,3,4
532,21.421910400424693,18.70902733693793,0,20,3,9
533,3299.085651423832,2756.81516252235,0,20,3,5
534,537.8251403089523,580.2773888488538,0,20,3,3
535,231.69507304757917,665.8554740895485,0,20,3,10
536,2862.929684443833,2651.4926315102057,0,20,3,6
537,540.6568753916945,542.1979954943548,0,20,3,7
538,2439.6182120968924,2770.708065228332,0,20,3,2
539,451.45709293875376,434.67877938072996,0,20,3,8
540,120.36801436990022,96.57078022230269,0,20,7,1
541,95.40696165506122,95.77693539094734,0,20,7,4
542,1.9428657184721247,1.9983890802524102,0,20,7,9
543,148.29312129262212,133.7252263735519,0,20,7,5
544,83.01801463901485,94.7259850864437,0,20,7,3
545,8.808202449275424,30.583229154792175,0,20,7,10
546,124.34960316787276,128.81196460204887,0,20,7,6
547,81.4330362695829,85.24500370619538,0,20,7,7
548,123.13057396693443,129.4113262000022,0,20,7,2
549,86.69078123777086,74.95581360308704,0,20,7,8
550,551.7077584755291,555.4527386184204,0,20,8,1
551,511.2061197643021,572.0643798402933,0,20,8,4
552,4.662725142741012,4.9354510642121125,0,20,8,9
553,121.84532582964627,131.28663981123438,0,20,8,5
554,473.37438376989894,538.3835427974375,0,20,8,3
555,14.689352302263734,36.9399084100865,0,20,8,10
556,141.5045714881172,128.2789647014599,0,20,8,6
557,645.573692781519,532.2434916277095,0,20,8,7
558,138.1069253270829,130.24691373861776,0,20,8,2
559,374.15792710663567,488.5809518559556,0,20,8,8
560,0.0,0.0,0,20,9,1
561,0.0,0.0,0,20,9,4
562,0.0,0.0,0,20,9,9
563,0.0,0.0,0,20,9,5
564,0.0,0.0,0,20,9,3
565,0.0,0.0,0,20,9,10
566,0.0,0.0,0,20,9,6
567,0.0,0.0,0,20,9,7
568,0.0,0.0,0,20,9,2
569,0.0,0.0,0,20,9,8
570,1507.443207614972,1269.0051154927341,0,20,4,1
571,1193.9332289083536,1262.7238753154438,0,20,4,4
572,32.860964359299054,36.40130789472366,0,20,4,9
573,1400.3357112513859,1295.8108200084316,0,20,4,5
574,1089.0637555383876,1295.6957599577522,0,20,4,3
575,201.7886817696177,445.78601845113013,0,20,4,10
576,1408.811682555553,1351.1165678369755,0,20,4,6
577,1126.9267797184846,1151.2831655358718,0,20,4,7
578,1257.2119117207644,1247.4581411937168,0,20,4,2
579,1037.171707371678,1015.8456916791248,0,20,4,8
580,602.6345923749461,663.0129377545343,0,20,2,1
581,680.1136550854814,672.9765519066808,0,20,2,4
582,71.06708178907715,66.7650655519016,0,20,2,9
583,242.26670996724135,260.18265858172566,0,20,2,5
584,655.8608194713948,655.789832507767,0,20,2,3
585,93.75693940281539,209.74534120553346,0,20,2,10
586,293.8968624788028,265.11813976769935,0,20,2,6
587,750.5411666000803,660.953136391537,0,20,2,7
588,320.3929436573846,269.17555459982697,0,20,2,2
589,502.9671622708508,539.2551514414815,0,20,2,8
590,0.0,0.0,0,20,10,1
591,0.0,0.0,0,20,10,4
592,0.0,0.0,0,20,10,9
593,0.0,0.0,0,20,10,5
594,0.0,0.0,0,20,10,3
595,0.0,0.0,0,20,10,10
596,0.0,0.0,0,20,10,6
597,0.0,0.0,0,20,10,7
598,0.0,0.0,0,20,10,2
599,0.0,0.0,0,20,10,8
600,9.750113890384949,10.041504929053513,0,21,5,1
